id,category,value
24292,家電,465.0
24293,食品,466.25
24294,飲料,467.5
24295,日用品,468.75
24296,家電,470.0
24297,食品,471.25
24298,飲料,472.5
24299,日用品,473.75
24300,家電,475.0
24301,食品,476.25
24302,飲料,477.5
24303,日用品,478.75
24304,家電,480.0
24305,食品,481.25
24306,飲料,482.5
24307,日用品,483.75
24308,家電,485.0
24309,食品,486.25
24310,飲料,487.5
24311,日用品,488.75
24312,家電,490.0
24313,食品,491.25
24314,飲料,492.5
24315,日用品,493.75
24316,家電,495.0
24317,食品,496.25
24318,飲料,497.5
24319,日用品,498.75
24320,家電,500.0
24321,食品,501.25
24322,飲料,502.5
24323,日用品,503.75
24324,家電,505.0
24325,食品,506.25
24326,飲料,507.5
24327,日用品,508.75
24328,家電,510.0
24329,食品,511.25
24330,飲料,512.5
24331,日用品,513.75
24332,家電,515.0
24333,食品,516.25
24334,飲料,517.5
24335,日用品,518.75
24336,家電,520.0
24337,食品,521.25
24338,飲料,522.5
24339,日用品,523.75
24340,家電,525.0
24341,食品,526.25
24342,飲料,527.5
24343,日用品,528.75
24344,家電,530.0
24345,食品,531.25
24346,飲料,532.5
24347,日用品,533.75
24348,家電,535.0
24349,食品,536.25
24350,飲料,537.5
24351,日用品,538.75
24352,家電,540.0
24353,食品,541.25
24354,飲料,542.5
24355,日用品,543.75
24356,家電,545.0
24357,食品,546.25
24358,飲料,547.5
24359,日用品,548.75
24360,家電,550.0
24361,食品,551.25
24362,飲料,552.5
24363,日用品,553.75
24364,家電,555.0
24365,食品,556.25
24366,飲料,557.5
24367,日用品,558.75
24368,家電,560.0
24369,食品,561.25
24370,飲料,562.5
24371,日用品,563.75
24372,家電,565.0
24373,食品,566.25
24374,飲料,567.5
24375,日用品,568.75
24376,家電,570.0
24377,食品,571.25
24378,飲料,572.5
24379,日用品,573.75
24380,家電,575.0
24381,食品,576.25
24382,飲料,577.5
24383,日用品,578.75
24384,家電,580.0
24385,食品,581.25
24386,飲料,582.5
24387,日用品,583.75
24388,家電,585.0
24389,食品,586.25
24390,飲料,587.5
24391,日用品,588.75
24392,家電,590.0
24393,食品,591.25
24394,飲料,592.5
24395,日用品,593.75
24396,家電,595.0
24397,食品,596.25
24398,飲料,597.5
24399,日用品,598.75
24400,家電,600.0
24401,食品,601.25
24402,飲料,602.5
24403,日用品,603.75
24404,家電,605.0
24405,食品,606.25
24406,飲料,607.5
24407,日用品,608.75
24408,家電,610.0
24409,食品,611.25
24410,飲料,612.5
24411,日用品,613.75
24412,家電,615.0
24413,食品,616.25
24414,飲料,617.5
24415,日用品,618.75
24416,家電,620.0
24417,食品,621.25
24418,飲料,622.5
24419,日用品,623.75
24420,家電,625.0
24421,食品,626.25
24422,飲料,627.5
24423,日用品,628.75
24424,家電,630.0
24425,食品,631.25
24426,飲料,632.5
24427,日用品,633.75
24428,家電,635.0
24429,食品,636.25
24430,飲料,637.5
24431,日用品,638.75
24432,家電,640.0
24433,食品,641.25
24434,飲料,642.5
24435,日用品,643.75
24436,家電,645.0
24437,食品,646.25
24438,飲料,647.5
24439,日用品,648.75
24440,家電,650.0
24441,食品,651.25
24442,飲料,652.5
24443,日用品,653.75
24444,家電,655.0
24445,食品,656.25
24446,飲料,657.5
24447,日用品,658.75
24448,家電,660.0
24449,食品,661.25
24450,飲料,662.5
24451,日用品,663.75
24452,家電,665.0
24453,食品,666.25
24454,飲料,667.5
24455,日用品,668.75
24456,家電,670.0
24457,食品,671.25
24458,飲料,672.5
24459,日用品,673.75
24460,家電,675.0
24461,食品,676.25
24462,飲料,677.5
24463,日用品,678.75
24464,家電,680.0
24465,食品,681.25
24466,飲料,682.5
24467,日用品,683.75
24468,家電,685.0
24469,食品,686.25
24470,飲料,687.5
24471,日用品,688.75
24472,家電,690.0
24473,食品,691.25
24474,飲料,692.5
24475,日用品,693.75
24476,家電,695.0
24477,食品,696.25
24478,飲料,697.5
24479,日用品,698.75
24480,家電,700.0
24481,食品,701.25
24482,飲料,702.5
24483,日用品,703.75
24484,家電,705.0
24485,食品,706.25
24486,飲料,707.5
24487,日用品,708.75
24488,家電,710.0
24489,食品,711.25
24490,飲料,712.5
24491,日用品,713.75
24492,家電,715.0
24493,食品,716.25
24494,飲料,717.5
24495,日用品,718.75
24496,家電,720.0
24497,食品,721.25
24498,飲料,722.5
24499,日用品,723.75
24500,家電,100.0
24501,食品,101.25
24502,飲料,102.5
24503,日用品,103.75
24504,家電,105.0
24505,食品,106.25
24506,飲料,107.5
24507,日用品,108.75
24508,家電,110.0
24509,食品,111.25
24510,飲料,112.5
24511,日用品,113.75
24512,家電,115.0
24513,食品,116.25
24514,飲料,117.5
24515,日用品,118.75
24516,家電,120.0
24517,食品,121.25
24518,飲料,122.5
24519,日用品,123.75
24520,家電,125.0
24521,食品,126.25
24522,飲料,127.5
24523,日用品,128.75
24524,家電,130.0
24525,食品,131.25
24526,飲料,132.5
24527,日用品,133.75
24528,家電,135.0
24529,食品,136.25
24530,飲料,137.5
24531,日用品,138.75
24532,家電,140.0
24533,食品,141.25
24534,飲料,142.5
24535,日用品,143.75
24536,家電,145.0
24537,食品,146.25
24538,飲料,147.5
24539,日用品,148.75
24540,家電,150.0
24541,食品,151.25
24542,飲料,152.5
24543,日用品,153.75
24544,家電,155.0
24545,食品,156.25
24546,飲料,157.5
24547,日用品,158.75
24548,家電,160.0
24549,食品,161.25
24550,飲料,162.5
24551,日用品,163.75
24552,家電,165.0
24553,食品,166.25
24554,飲料,167.5
24555,日用品,168.75
24556,家電,170.0
24557,食品,171.25
24558,飲料,172.5
24559,日用品,173.75
24560,家電,175.0
24561,食品,176.25
24562,飲料,177.5
24563,日用品,178.75
24564,家電,180.0
24565,食品,181.25
24566,飲料,182.5
24567,日用品,183.75
24568,家電,185.0
24569,食品,186.25
24570,飲料,187.5
24571,日用品,188.75
24572,家電,190.0
24573,食品,191.25
24574,飲料,192.5
24575,日用品,193.75
24576,家電,195.0
24577,食品,196.25
24578,飲料,197.5
24579,日用品,198.75
24580,家電,200.0
24581,食品,201.25
24582,飲料,202.5
24583,日用品,203.75
24584,家電,205.0
24585,食品,206.25
24586,飲料,207.5
24587,日用品,208.75
24588,家電,210.0
24589,食品,211.25
24590,飲料,212.5
24591,日用品,213.75
24592,家電,215.0
24593,食品,216.25
24594,飲料,217.5
24595,日用品,218.75
24596,家電,220.0
24597,食品,221.25
24598,飲料,222.5
24599,日用品,223.75
24600,家電,225.0
24601,食品,226.25
24602,飲料,227.5
24603,日用品,228.75
24604,家電,230.0
24605,食品,231.25
24606,飲料,232.5
24607,日用品,233.75
24608,家電,235.0
24609,食品,236.25
24610,飲料,237.5
24611,日用品,238.75
24612,家電,240.0
24613,食品,241.25
24614,飲料,242.5
24615,日用品,243.75
24616,家電,245.0
24617,食品,246.25
24618,飲料,247.5
24619,日用品,248.75
24620,家電,250.0
24621,食品,251.25
24622,飲料,252.5
24623,日用品,253.75
24624,家電,255.0
24625,食品,256.25
24626,飲料,257.5
24627,日用品,258.75
24628,家電,260.0
24629,食品,261.25
24630,飲料,262.5
24631,日用品,263.75
24632,家電,265.0
24633,食品,266.25
24634,飲料,267.5
24635,日用品,268.75
24636,家電,270.0
24637,食品,271.25
24638,飲料,272.5
24639,日用品,273.75
24640,家電,275.0
24641,食品,276.25
24642,飲料,277.5
24643,日用品,278.75
24644,家電,280.0
24645,食品,281.25
24646,飲料,282.5
24647,日用品,283.75
24648,家電,285.0
24649,食品,286.25
24650,飲料,287.5
24651,日用品,288.75
24652,家電,290.0
24653,食品,291.25
24654,飲料,292.5
24655,日用品,293.75
24656,家電,295.0
24657,食品,296.25
24658,飲料,297.5
24659,日用品,298.75
24660,家電,300.0
24661,食品,301.25
24662,飲料,302.5
24663,日用品,303.75
24664,家電,305.0
24665,食品,306.25
24666,飲料,307.5
24667,日用品,308.75
24668,家電,310.0
24669,食品,311.25
24670,飲料,312.5
24671,日用品,313.75
24672,家電,315.0
24673,食品,316.25
24674,飲料,317.5
24675,日用品,318.75
24676,家電,320.0
24677,食品,321.25
24678,飲料,322.5
24679,日用品,323.75
24680,家電,325.0
24681,食品,326.25
24682,飲料,327.5
24683,日用品,328.75
24684,家電,330.0
24685,食品,331.25
24686,飲料,332.5
24687,日用品,333.75
24688,家電,335.0
24689,食品,336.25
24690,飲料,337.5
24691,日用品,338.75
24692,家電,340.0
24693,食品,341.25
24694,飲料,342.5
24695,日用品,343.75
24696,家電,345.0
24697,食品,346.25
24698,飲料,347.5
24699,日用品,348.75
24700,家電,350.0
24701,食品,351.25
24702,飲料,352.5
24703,日用品,353.75
24704,家電,355.0
24705,食品,356.25
24706,飲料,357.5
24707,日用品,358.75
24708,家電,360.0
24709,食品,361.25
24710,飲料,362.5
24711,日用品,363.75
24712,家電,365.0
24713,食品,366.25
24714,飲料,367.5
24715,日用品,368.75
24716,家電,370.0
24717,食品,371.25
24718,飲料,372.5
24719,日用品,373.75
24720,家電,375.0
24721,食品,376.25
24722,飲料,377.5
24723,日用品,378.75
24724,家電,380.0
24725,食品,381.25
24726,飲料,382.5
24727,日用品,383.75
24728,家電,385.0
24729,食品,386.25
24730,飲料,387.5
24731,日用品,388.75
24732,家電,390.0
24733,食品,391.25
24734,飲料,392.5
24735,日用品,393.75
24736,家電,395.0
24737,食品,396.25
24738,飲料,397.5
24739,日用品,398.75
24740,家電,400.0
24741,食品,401.25
24742,飲料,402.5
24743,日用品,403.75
24744,家電,405.0
24745,食品,406.25
24746,飲料,407.5
24747,日用品,408.75
24748,家電,410.0
24749,食品,411.25
24750,飲料,412.5
24751,日用品,413.75
24752,家電,415.0
24753,食品,416.25
24754,飲料,417.5
24755,日用品,418.75
24756,家電,420.0
24757,食品,421.25
24758,飲料,422.5
24759,日用品,423.75
24760,家電,425.0
24761,食品,426.25
24762,飲料,427.5
24763,日用品,428.75
24764,家電,430.0
24765,食品,431.25
24766,飲料,432.5
24767,日用品,433.75
24768,家電,435.0
24769,食品,436.25
24770,飲料,437.5
24771,日用品,438.75
24772,家電,440.0
24773,食品,441.25
24774,飲料,442.5
24775,日用品,443.75
24776,家電,445.0
24777,食品,446.25
24778,飲料,447.5
24779,日用品,448.75
24780,家電,450.0
24781,食品,451.25
24782,飲料,452.5
24783,日用品,453.75
24784,家電,455.0
24785,食品,456.25
24786,飲料,457.5
24787,日用品,458.75
24788,家電,460.0
24789,食品,461.25
24790,飲料,462.5
24791,日用品,463.75
24792,家電,465.0
24793,食品,466.25
24794,飲料,467.5
24795,日用品,468.75
24796,家電,470.0
24797,食品,471.25
24798,飲料,472.5
24799,日用品,473.75
24800,家電,475.0
24801,食品,476.25
24802,飲料,477.5
24803,日用品,478.75
24804,家電,480.0
24805,食品,481.25
24806,飲料,482.5
24807,日用品,483.75
24808,家電,485.0
24809,食品,486.25
24810,飲料,487.5
24811,日用品,488.75
24812,家電,490.0
24813,食品,491.25
24814,飲料,492.5
24815,日用品,493.75
24816,家電,495.0
24817,食品,496.25
24818,飲料,497.5
24819,日用品,498.75
24820,家電,500.0
24821,食品,501.25
24822,飲料,502.5
24823,日用品,503.75
24824,家電,505.0
24825,食品,506.25
24826,飲料,507.5
24827,日用品,508.75
24828,家電,510.0
24829,食品,511.25
24830,飲料,512.5
24831,日用品,513.75
24832,家電,515.0
24833,食品,516.25
24834,飲料,517.5
24835,日用品,518.75
24836,家電,520.0
24837,食品,521.25
24838,飲料,522.5
24839,日用品,523.75
24840,家電,525.0
24841,食品,526.25
24842,飲料,527.5
24843,日用品,528.75
24844,家電,530.0
24845,食品,531.25
24846,飲料,532.5
24847,日用品,533.75
24848,家電,535.0
24849,食品,536.25
24850,飲料,537.5
24851,日用品,538.75
24852,家電,540.0
24853,食品,541.25
24854,飲料,542.5
24855,日用品,543.75
24856,家電,545.0
24857,食品,546.25
24858,飲料,547.5
24859,日用品,548.75
24860,家電,550.0
24861,食品,551.25
24862,飲料,552.5
24863,日用品,553.75
24864,家電,555.0
24865,食品,556.25
24866,飲料,557.5
24867,日用品,558.75
24868,家電,560.0
24869,食品,561.25
24870,飲料,562.5
24871,日用品,563.75
24872,家電,565.0
24873,食品,566.25
24874,飲料,567.5
24875,日用品,568.75
24876,家電,570.0
24877,食品,571.25
24878,飲料,572.5
24879,日用品,573.75
24880,家電,575.0
24881,食品,576.25
24882,飲料,577.5
24883,日用品,578.75
24884,家電,580.0
24885,食品,581.25
24886,飲料,582.5
24887,日用品,583.75
24888,家電,585.0
24889,食品,586.25
24890,飲料,587.5
24891,日用品,588.75
24892,家電,590.0
24893,食品,591.25
24894,飲料,592.5
24895,日用品,593.75
24896,家電,595.0
24897,食品,596.25
24898,飲料,597.5
24899,日用品,598.75
24900,家電,600.0
24901,食品,601.25
24902,飲料,602.5
24903,日用品,603.75
24904,家電,605.0
24905,食品,606.25
24906,飲料,607.5
24907,日用品,608.75
24908,家電,610.0
24909,食品,611.25
24910,飲料,612.5
24911,日用品,613.75
24912,家電,615.0
24913,食品,616.25
24914,飲料,617.5
24915,日用品,618.75
24916,家電,620.0
24917,食品,621.25
24918,飲料,622.5
24919,日用品,623.75
24920,家電,625.0
24921,食品,626.25
24922,飲料,627.5
24923,日用品,628.75
24924,家電,630.0
24925,食品,631.25
24926,飲料,632.5
24927,日用品,633.75
24928,家電,635.0
24929,食品,636.25
24930,飲料,637.5
24931,日用品,638.75
24932,家電,640.0
24933,食品,641.25
24934,飲料,642.5
24935,日用品,643.75
24936,家電,645.0
24937,食品,646.25
24938,飲料,647.5
24939,日用品,648.75
24940,家電,650.0
24941,食品,651.25
24942,飲料,652.5
24943,日用品,653.75
24944,家電,655.0
24945,食品,656.25
24946,飲料,657.5
24947,日用品,658.75
24948,家電,660.0
24949,食品,661.25
24950,飲料,662.5
24951,日用品,663.75
24952,家電,665.0
24953,食品,666.25
24954,飲料,667.5
24955,日用品,668.75
24956,家電,670.0
24957,食品,671.25
24958,飲料,672.5
24959,日用品,673.75
24960,家電,675.0
24961,食品,676.25
24962,飲料,677.5
24963,日用品,678.75
24964,家電,680.0
24965,食品,681.25
24966,飲料,682.5
24967,日用品,683.75
24968,家電,685.0
24969,食品,686.25
24970,飲料,687.5
24971,日用品,688.75
24972,家電,690.0
24973,食品,691.25
24974,飲料,692.5
24975,日用品,693.75
24976,家電,695.0
24977,食品,696.25
24978,飲料,697.5
24979,日用品,698.75
24980,家電,700.0
24981,食品,701.25
24982,飲料,702.5
24983,日用品,703.75
24984,家電,705.0
24985,食品,706.25
24986,飲料,707.5
24987,日用品,708.75
24988,家電,710.0
24989,食品,711.25
24990,飲料,712.5
24991,日用品,713.75
24992,家電,715.0
24993,食品,716.25
24994,飲料,717.5
24995,日用品,718.75
24996,家電,720.0
24997,食品,721.25
24998,飲料,722.5
24999,日用品,723.75
25000,家電,100.0
25001,食品,101.25
25002,飲料,102.5
25003,日用品,103.75
25004,家電,105.0
25005,食品,106.25
25006,飲料,107.5
25007,日用品,108.75
25008,家電,110.0
25009,食品,111.25
25010,飲料,112.5
25011,日用品,113.75
25012,家電,115.0
25013,食品,116.25
25014,飲料,117.5
25015,日用品,118.75
25016,家電,120.0
25017,食品,121.25
25018,飲料,122.5
25019,日用品,123.75
25020,家電,125.0
25021,食品,126.25
25022,飲料,127.5
25023,日用品,128.75
25024,家電,130.0
25025,食品,131.25
25026,飲料,132.5
25027,日用品,133.75
25028,家電,135.0
25029,食品,136.25
25030,飲料,137.5
25031,日用品,138.75
25032,家電,140.0
25033,食品,141.25
25034,飲料,142.5
25035,日用品,143.75
25036,家電,145.0
25037,食品,146.25
25038,飲料,147.5
25039,日用品,148.75
25040,家電,150.0
25041,食品,151.25
25042,飲料,152.5
25043,日用品,153.75
25044,家電,155.0
25045,食品,156.25
25046,飲料,157.5
25047,日用品,158.75
25048,家電,160.0
25049,食品,161.25
25050,飲料,162.5
25051,日用品,163.75
25052,家電,165.0
25053,食品,166.25
25054,飲料,167.5
25055,日用品,168.75
25056,家電,170.0
25057,食品,171.25
25058,飲料,172.5
25059,日用品,173.75
25060,家電,175.0
25061,食品,176.25
25062,飲料,177.5
25063,日用品,178.75
25064,家電,180.0
25065,食品,181.25
25066,飲料,182.5
25067,日用品,183.75
25068,家電,185.0
25069,食品,186.25
25070,飲料,187.5
25071,日用品,188.75
25072,家電,190.0
25073,食品,191.25
25074,飲料,192.5
25075,日用品,193.75
25076,家電,195.0
25077,食品,196.25
25078,飲料,197.5
25079,日用品,198.75
25080,家電,200.0
25081,食品,201.25
25082,飲料,202.5
25083,日用品,203.75
25084,家電,205.0
25085,食品,206.25
25086,飲料,207.5
25087,日用品,208.75
25088,家電,210.0
25089,食品,211.25
25090,飲料,212.5
25091,日用品,213.75
25092,家電,215.0
25093,食品,216.25
25094,飲料,217.5
25095,日用品,218.75
25096,家電,220.0
25097,食品,221.25
25098,飲料,222.5
25099,日用品,223.75
25100,家電,225.0
25101,食品,226.25
25102,飲料,227.5
25103,日用品,228.75
25104,家電,230.0
25105,食品,231.25
25106,飲料,232.5
25107,日用品,233.75
25108,家電,235.0
25109,食品,236.25
25110,飲料,237.5
25111,日用品,238.75
25112,家電,240.0
25113,食品,241.25
25114,飲料,242.5
25115,日用品,243.75
25116,家電,245.0
25117,食品,246.25
25118,飲料,247.5
25119,日用品,248.75
25120,家電,250.0
25121,食品,251.25
25122,飲料,252.5
25123,日用品,253.75
25124,家電,255.0
25125,食品,256.25
25126,飲料,257.5
25127,日用品,258.75
25128,家電,260.0
25129,食品,261.25
25130,飲料,262.5
25131,日用品,263.75
25132,家電,265.0
25133,食品,266.25
25134,飲料,267.5
25135,日用品,268.75
25136,家電,270.0
25137,食品,271.25
25138,飲料,272.5
25139,日用品,273.75
25140,家電,275.0
25141,食品,276.25
25142,飲料,277.5
25143,日用品,278.75
25144,家電,280.0
25145,食品,281.25
25146,飲料,282.5
25147,日用品,283.75
25148,家電,285.0
25149,食品,286.25
25150,飲料,287.5
25151,日用品,288.75
25152,家電,290.0
25153,食品,291.25
25154,飲料,292.5
25155,日用品,293.75
25156,家電,295.0
25157,食品,296.25
25158,飲料,297.5
25159,日用品,298.75
25160,家電,300.0
25161,食品,301.25
25162,飲料,302.5
25163,日用品,303.75
25164,家電,305.0
25165,食品,306.25
25166,飲料,307.5
25167,日用品,308.75
25168,家電,310.0
25169,食品,311.25
25170,飲料,312.5
25171,日用品,313.75
25172,家電,315.0
25173,食品,316.25
25174,飲料,317.5
25175,日用品,318.75
25176,家電,320.0
25177,食品,321.25
25178,飲料,322.5
25179,日用品,323.75
25180,家電,325.0
25181,食品,326.25
25182,飲料,327.5
25183,日用品,328.75
25184,家電,330.0
25185,食品,331.25
25186,飲料,332.5
25187,日用品,333.75
25188,家電,335.0
25189,食品,336.25
25190,飲料,337.5
25191,日用品,338.75
25192,家電,340.0
25193,食品,341.25
25194,飲料,342.5
25195,日用品,343.75
25196,家電,345.0
25197,食品,346.25
25198,飲料,347.5
25199,日用品,348.75
25200,家電,350.0
25201,食品,351.25
25202,飲料,352.5
25203,日用品,353.75
25204,家電,355.0
25205,食品,356.25
25206,飲料,357.5
25207,日用品,358.75
25208,家電,360.0
25209,食品,361.25
25210,飲料,362.5
25211,日用品,363.75
25212,家電,365.0
25213,食品,366.25
25214,飲料,367.5
25215,日用品,368.75
25216,家電,370.0
25217,食品,371.25
25218,飲料,372.5
25219,日用品,373.75
25220,家電,375.0
25221,食品,376.25
25222,飲料,377.5
25223,日用品,378.75
25224,家電,380.0
25225,食品,381.25
25226,飲料,382.5
25227,日用品,383.75
25228,家電,385.0
25229,食品,386.25
25230,飲料,387.5
25231,日用品,388.75
25232,家電,390.0
25233,食品,391.25
25234,飲料,392.5
25235,日用品,393.75
25236,家電,395.0
25237,食品,396.25
25238,飲料,397.5
25239,日用品,398.75
25240,家電,400.0
25241,食品,401.25
25242,飲料,402.5
25243,日用品,403.75
25244,家電,405.0
25245,食品,406.25
25246,飲料,407.5
25247,日用品,408.75
25248,家電,410.0
25249,食品,411.25
25250,飲料,412.5
25251,日用品,413.75
25252,家電,415.0
25253,食品,416.25
25254,飲料,417.5
25255,日用品,418.75
25256,家電,420.0
25257,食品,421.25
25258,飲料,422.5
25259,日用品,423.75
25260,家電,425.0
25261,食品,426.25
25262,飲料,427.5
25263,日用品,428.75
25264,家電,430.0
25265,食品,431.25
25266,飲料,432.5
25267,日用品,433.75
25268,家電,435.0
25269,食品,436.25
25270,飲料,437.5
25271,日用品,438.75
25272,家電,440.0
25273,食品,441.25
25274,飲料,442.5
25275,日用品,443.75
25276,家電,445.0
25277,食品,446.25
25278,飲料,447.5
25279,日用品,448.75
25280,家電,450.0
25281,食品,451.25
25282,飲料,452.5
25283,日用品,453.75
25284,家電,455.0
25285,食品,456.25
25286,飲料,457.5
25287,日用品,458.75
25288,家電,460.0
25289,食品,461.25
25290,飲料,462.5
25291,日用品,463.75
25292,家電,465.0
25293,食品,466.25
25294,飲料,467.5
25295,日用品,468.75
25296,家電,470.0
25297,食品,471.25
25298,飲料,472.5
25299,日用品,473.75
25300,家電,475.0
25301,食品,476.25
25302,飲料,477.5
25303,日用品,478.75
25304,家電,480.0
25305,食品,481.25
25306,飲料,482.5
25307,日用品,483.75
25308,家電,485.0
25309,食品,486.25
25310,飲料,487.5
25311,日用品,488.75
25312,家電,490.0
25313,食品,491.25
25314,飲料,492.5
25315,日用品,493.75
25316,家電,495.0
25317,食品,496.25
25318,飲料,497.5
25319,日用品,498.75
25320,家電,500.0
25321,食品,501.25
25322,飲料,502.5
25323,日用品,503.75
25324,家電,505.0
25325,食品,506.25
25326,飲料,507.5
25327,日用品,508.75
25328,家電,510.0
25329,食品,511.25
25330,飲料,512.5
25331,日用品,513.75
25332,家電,515.0
25333,食品,516.25
25334,飲料,517.5
25335,日用品,518.75
25336,家電,520.0
25337,食品,521.25
25338,飲料,522.5
25339,日用品,523.75
25340,家電,525.0
25341,食品,526.25
25342,飲料,527.5
25343,日用品,528.75
25344,家電,530.0
25345,食品,531.25
25346,飲料,532.5
25347,日用品,533.75
25348,家電,535.0
25349,食品,536.25
25350,飲料,537.5
25351,日用品,538.75
25352,家電,540.0
25353,食品,541.25
25354,飲料,542.5
25355,日用品,543.75
25356,家電,545.0
25357,食品,546.25
25358,飲料,547.5
25359,日用品,548.75
25360,家電,550.0
25361,食品,551.25
25362,飲料,552.5
25363,日用品,553.75
25364,家電,555.0
25365,食品,556.25
25366,飲料,557.5
25367,日用品,558.75
25368,家電,560.0
25369,食品,561.25
25370,飲料,562.5
25371,日用品,563.75
25372,家電,565.0
25373,食品,566.25
25374,飲料,567.5
25375,日用品,568.75
25376,家電,570.0
25377,食品,571.25
25378,飲料,572.5
25379,日用品,573.75
25380,家電,575.0
25381,食品,576.25
25382,飲料,577.5
25383,日用品,578.75
25384,家電,580.0
25385,食品,581.25
25386,飲料,582.5
25387,日用品,583.75
25388,家電,585.0
25389,食品,586.25
25390,飲料,587.5
25391,日用品,588.75
25392,家電,590.0
25393,食品,591.25
25394,飲料,592.5
25395,日用品,593.75
25396,家電,595.0
25397,食品,596.25
25398,飲料,597.5
25399,日用品,598.75
25400,家電,600.0
25401,食品,601.25
25402,飲料,602.5
25403,日用品,603.75
25404,家電,605.0
25405,食品,606.25
25406,飲料,607.5
25407,日用品,608.75
25408,家電,610.0
25409,食品,611.25
25410,飲料,612.5
25411,日用品,613.75
25412,家電,615.0
25413,食品,616.25
25414,飲料,617.5
25415,日用品,618.75
25416,家電,620.0
25417,食品,621.25
25418,飲料,622.5
25419,日用品,623.75
25420,家電,625.0
25421,食品,626.25
25422,飲料,627.5
25423,日用品,628.75
25424,家電,630.0
25425,食品,631.25
25426,飲料,632.5
25427,日用品,633.75
25428,家電,635.0
25429,食品,636.25
25430,飲料,637.5
25431,日用品,638.75
25432,家電,640.0
25433,食品,641.25
25434,飲料,642.5
25435,日用品,643.75
25436,家電,645.0
25437,食品,646.25
25438,飲料,647.5
25439,日用品,648.75
25440,家電,650.0
25441,食品,651.25
25442,飲料,652.5
25443,日用品,653.75
25444,家電,655.0
25445,食品,656.25
25446,飲料,657.5
25447,日用品,658.75
25448,家電,660.0
25449,食品,661.25
25450,飲料,662.5
25451,日用品,663.75
25452,家電,665.0
25453,食品,666.25
25454,飲料,667.5
25455,日用品,668.75
25456,家電,670.0
25457,食品,671.25
25458,飲料,672.5
25459,日用品,673.75
25460,家電,675.0
25461,食品,676.25
25462,飲料,677.5
25463,日用品,678.75
25464,家電,680.0
25465,食品,681.25
25466,飲料,682.5
25467,日用品,683.75
25468,家電,685.0
25469,食品,686.25
25470,飲料,687.5
25471,日用品,688.75
25472,家電,690.0
25473,食品,691.25
25474,飲料,692.5
25475,日用品,693.75
25476,家電,695.0
25477,食品,696.25
25478,飲料,697.5
25479,日用品,698.75
25480,家電,700.0
25481,食品,701.25
25482,飲料,702.5
25483,日用品,703.75
25484,家電,705.0
25485,食品,706.25
25486,飲料,707.5
25487,日用品,708.75
25488,家電,710.0
25489,食品,711.25
25490,飲料,712.5
25491,日用品,713.75
25492,家電,715.0
25493,食品,716.25
25494,飲料,717.5
25495,日用品,718.75
25496,家電,720.0
25497,食品,721.25
25498,飲料,722.5
25499,日用品,723.75
25500,家電,100.0
25501,食品,101.25
25502,飲料,102.5
25503,日用品,103.75
25504,家電,105.0
25505,食品,106.25
25506,飲料,107.5
25507,日用品,108.75
25508,家電,110.0
25509,食品,111.25
25510,飲料,112.5
25511,日用品,113.75
25512,家電,115.0
25513,食品,116.25
25514,飲料,117.5
25515,日用品,118.75
25516,家電,120.0
25517,食品,121.25
25518,飲料,122.5
25519,日用品,123.75
25520,家電,125.0
25521,食品,126.25
25522,飲料,127.5
25523,日用品,128.75
25524,家電,130.0
25525,食品,131.25
25526,飲料,132.5
25527,日用品,133.75
25528,家電,135.0
25529,食品,136.25
25530,飲料,137.5
25531,日用品,138.75
25532,家電,140.0
25533,食品,141.25
25534,飲料,142.5
25535,日用品,143.75
25536,家電,145.0
25537,食品,146.25
25538,飲料,147.5
25539,日用品,148.75
25540,家電,150.0
25541,食品,151.25
25542,飲料,152.5
25543,日用品,153.75
25544,家電,155.0
25545,食品,156.25
25546,飲料,157.5
25547,日用品,158.75
25548,家電,160.0
25549,食品,161.25
25550,飲料,162.5
25551,日用品,163.75
25552,家電,165.0
25553,食品,166.25
25554,飲料,167.5
25555,日用品,168.75
25556,家電,170.0
25557,食品,171.25
25558,飲料,172.5
25559,日用品,173.75
25560,家電,175.0
25561,食品,176.25
25562,飲料,177.5
25563,日用品,178.75
25564,家電,180.0
25565,食品,181.25
25566,飲料,182.5
25567,日用品,183.75
25568,家電,185.0
25569,食品,186.25
25570,飲料,187.5
25571,日用品,188.75
25572,家電,190.0
25573,食品,191.25
25574,飲料,192.5
25575,日用品,193.75
25576,家電,195.0
25577,食品,196.25
25578,飲料,197.5
25579,日用品,198.75
25580,家電,200.0
25581,食品,201.25
25582,飲料,202.5
25583,日用品,203.75
25584,家電,205.0
25585,食品,206.25
25586,飲料,207.5
25587,日用品,208.75
25588,家電,210.0
25589,食品,211.25
25590,飲料,212.5
25591,日用品,213.75
25592,家電,215.0
25593,食品,216.25
25594,飲料,217.5
25595,日用品,218.75
25596,家電,220.0
25597,食品,221.25
25598,飲料,222.5
25599,日用品,223.75
25600,家電,225.0
25601,食品,226.25
25602,飲料,227.5
25603,日用品,228.75
25604,家電,230.0
25605,食品,231.25
25606,飲料,232.5
25607,日用品,233.75
25608,家電,235.0
25609,食品,236.25
25610,飲料,237.5
25611,日用品,238.75
25612,家電,240.0
25613,食品,241.25
25614,飲料,242.5
25615,日用品,243.75
25616,家電,245.0
25617,食品,246.25
25618,飲料,247.5
25619,日用品,248.75
25620,家電,250.0
25621,食品,251.25
25622,飲料,252.5
25623,日用品,253.75
